lei;ementa;ano;inteiro_teor
"12.586, de 30.12.2011
Publicada no DOU de 2.1.2012";Denomina Prefeito Leôncio Miranda a ponte na BR-235, sobre o rio Tocantins, entre os Municípios de Tupirama e Pedro Afonso, no Estado do Tocantins .;2011;"


    Presidência da República
   

    Casa Civil
   

    Subchefia para Assuntos Jurídicos
   






       LEI Nº 12.586, DE 30 DE DEZEMBRO DE 2011.
      














          Denomina Prefeito Leôncio Miranda a ponte na BR-235, sobre o rio Tocantins, entre os Municípios de Tupirama e Pedro Afonso, no Estado do Tocantins
          
           .
          










      A PRESIDENTA DA REPÚBLICA
     


     Faço saber que o Congresso Nacional decreta e eu sanciono a seguinte Lei:
    



     Art. 1º A ponte na BR-235, sobre o rio Tocantins, ligando os Municípios de Tupirama e Pedro Afonso, no Estado do Tocantins, passa a denominar-se ponte Prefeito Leôncio Miranda.
    



     Art. 2º Esta Lei entra em vigor na data de sua publicação
     
      .
     




     Brasília, 30 de dezembro de 2011; 190º da Independência e 123º da República.
    



     DILMA ROUSSEFF
     

      Paulo Sérgio Oliveira Passos
     




     Este texto não substitui o publicado no DOU de 2.1.2012
    


"
