lei;ementa;ano;inteiro_teor
"4.426 de 20.10.1869
Publicado na CLBR, 31.12.1869";Marca os uniformes para os batalhões de infantaria ns. 24 e 41 da guarda nacional de S. Paulo.;1869;"
"
